"C:0","C:1","C:2","Cx","Cy","Cz","Mas","Points:0","Points:1","Points:2","Ret","T","U:0","U:1","U:2","alphat","grad(p):0","grad(p):1","grad(p):2","im","k","nut","omega","p","pseudoCoField","rho","vorticity:0","vorticity:1","vorticity:2","wallShearStress:0","wallShearStress:1","wallShearStress:2","xc","yPlus"
0.0038283,0.0041505,-0.003,0.0038283,0.0041505,-0.003,0.64216,0.0038269,0.0041518,-0.003,451.04,341.65,0,0,0,0,-1.3694e+06,-1.1866e+06,-1.3219e-06,0.020174,0.85464,0,6.6852e+07,76781,13.948,0.78113,-3.9814e-07,3.7439e-07,4.7316e+06,-58.337,-63.352,2.8656e-14,0.080933,3.6913
0.0041143,0.0044594,-0.003,0.0041143,0.0044594,-0.003,0.65659,0.0041163,0.0044575,-0.003,483.29,341.3,0,0,0,0,-1.1029e+06,-1.4825e+06,-3.2764e-06,0.020168,1.0412,0,6.7603e+07,75858,13.948,0.77263,-3.6461e-07,3.4366e-07,5.5836e+06,-68.949,-74.627,3.4985e-14,0.08694,3.9129
0.0043989,0.0047698,-0.003,0.0043989,0.0047698,-0.003,0.66662,0.0043977,0.0047709,-0.003,474.57,341.2,0,0,0,0,-4.3158e+05,-5.9587e+05,4e-07,0.020155,0.85088,0,6.812e+07,75213,13.948,0.76631,-3.7486e-07,3.4645e-07,4.6494e+06,-57.286,-62.282,1.9637e-14,0.092948,3.6202
0.0046845,0.0050793,-0.003,0.0046845,0.0050793,-0.003,0.66606,0.0046839,0.0050798,-0.003,493.95,341.13,0,0,0,0,-9.7512e+05,-7.2462e+05,-3.6776e-06,0.020152,0.85093,0,6.8086e+07,75249,13.948,0.76674,-5.9744e-07,5.5367e-07,4.8009e+06,-59.387,-64.097,3.3197e-14,0.098955,3.701
0.0049701,0.0053886,-0.003,0.0049701,0.0053886,-0.003,0.68213,0.0049723,0.0053866,-0.003,527.93,340.86,0,0,0,0,-4.5993e+05,-1.1484e+06,-3.2985e-06,0.020153,0.89581,0,6.9026e+07,74210,13.948,0.75682,-3.6741e-07,3.3481e-07,5.079e+06,-62.7,-67.907,2.4969e-14,0.10496,3.8098
0.0052546,0.0056991,-0.003,0.0052546,0.0056991,-0.003,0.68123,0.005252,0.0057015,-0.003,525,340.84,0,0,0,0,-20614,-6.0123e+05,2.014e-06,0.020156,0.73154,0,6.899e+07,74268,13.948,0.75743,-3.241e-07,2.9569e-07,4.3615e+06,-53.723,-58.428,2.4299e-14,0.11097,3.6301
0.0055388,0.0060096,-0.003,0.0055388,0.0060096,-0.003,0.68809,0.005542,0.0060068,-0.003,552.2,340.74,0,0,0,0,-5.6112e+05,-7.2118e+05,3.9889e-06,0.02016,0.7252,0,6.9405e+07,73823,13.948,0.75314,1.1455e-07,-9.4064e-08,4.4868e+06,-55.099,-60.245,6.9715e-14,0.11698,3.6839
0.0058214,0.0063215,-0.003,0.0058214,0.0063215,-0.003,0.69318,0.0058194,0.0063233,-0.003,535.82,340.72,0,0,0,0,-1.1625e+05,4.238e+05,-5.4855e-07,0.020159,0.5665,0,6.9661e+07,73492,13.948,0.74983,5.5088e-07,-4.9872e-07,3.6639e+06,-44.815,-49.375,3.8802e-14,0.12298,3.404
0.0061049,0.0066326,-0.003,0.0061049,0.0066326,-0.003,0.68493,0.0061049,0.0066326,-0.003,545.36,340.8,0,0,0,0,-6.202e+05,1.6594e+05,-2.7619e-06,0.020157,0.53405,0,6.9152e+07,74028,13.948,0.75504,2.3013e-06,-2.1225e-06,3.6491e+06,-44.834,-49.006,-1.7143e-14,0.12899,3.4598
0.0063892,0.0069432,-0.003,0.0063892,0.0069432,-0.003,0.69699,0.0063905,0.006942,-0.003,569.44,340.64,0,0,0,0,-2.5563e+05,-7.4763e+05,-3.2048e-07,0.020154,0.55179,0,6.9865e+07,73244,13.948,0.74747,1.8831e-06,-1.7399e-06,3.849e+06,-47.361,-51.61,-2.6085e-14,0.135,3.5718
0.0066731,0.0072542,-0.003,0.0066731,0.0072542,-0.003,0.6944,0.006671,0.0072561,-0.003,548.57,340.7,0,0,0,0,-3990.8,1.2622e+05,-4.5635e-08,0.020156,0.42386,0,6.9711e+07,73413,13.948,0.74902,-6.3656e-07,5.9092e-07,3.1473e+06,-38.763,-42.176,3.0722e-14,0.14101,3.3576
0.0069589,0.0075634,-0.003,0.0069589,0.0075634,-0.003,0.69571,0.0069599,0.0075625,-0.003,566.2,340.69,0,0,0,0,-9.635e+05,-2.997e+05,-1.4557e-06,0.020148,0.52406,0,6.9801e+07,73327,13.948,0.74813,-6.0489e-07,5.6461e-07,3.8018e+06,-46.913,-50.858,4.204e-14,0.14701,3.6343
0.0072445,0.0078729,-0.003,0.0072445,0.0078729,-0.003,0.70578,0.0072448,0.0078726,-0.003,581.85,340.51,0,0,0,0,-1.8159e+05,-3.726e+05,-1.532e-06,0.020145,0.53035,0,7.0373e+07,72671,13.948,0.74189,1.1642e-07,-1.0571e-07,3.8129e+06,-47.09,-50.974,6.9876e-15,0.15302,3.6427
0.00753,0.0081824,-0.003,0.00753,0.0081824,-0.003,0.70086,0.0075284,0.0081838,-0.003,554.86,340.48,0,0,0,0,-1.3565e+05,-1.3655e+05,-1.3271e-06,0.020144,0.49209,0,7.0061e+07,72992,13.948,0.74517,1.3784e-07,-1.234e-07,3.6136e+06,-44.694,-48.249,1.3647e-14,0.15903,3.5777
0.0078162,0.0084913,-0.003,0.0078162,0.0084913,-0.003,0.70824,0.0078182,0.0084894,-0.003,564.42,340.35,0,0,0,0,-7.9704e+05,-7.4233e+05,2.8452e-06,0.02014,0.59049,0,7.0525e+07,72510,13.948,0.74057,-1.2154e-06,1.1073e-06,4.2024e+06,-51.877,-56.178,-1.3666e-13,0.16503,3.7814
0.0081002,0.0088022,-0.003,0.0081002,0.0088022,-0.003,0.71508,0.0080998,0.0088025,-0.003,545.57,340.27,0,0,0,0,2.4109e+05,1.4372e+05,8.4166e-06,0.02015,0.44086,0,7.0915e+07,72063,13.948,0.73623,-4.3795e-07,3.9628e-07,3.2074e+06,-39.508,-42.973,-1.1016e-13,0.17104,3.3605
0.0083849,0.0091124,-0.003,0.0083849,0.0091124,-0.003,0.70463,0.0083828,0.0091143,-0.003,538.48,340.36,0,0,0,0,-1.7475e+05,67996,4.4957e-06,0.020151,0.36619,0,7.0287e+07,72746,13.948,0.74288,1.0214e-06,-9.418e-07,2.8998e+06,-35.861,-38.726,-2.2414e-14,0.17705,3.3111
0.0086713,0.009421,-0.003,0.0086713,0.009421,-0.003,0.71587,0.0086741,0.0094185,-0.003,558.32,340.23,0,0,0,0,-9.8826e+05,-7.8454e+05,1.078e-06,0.020146,0.48793,0,7.1016e+07,72011,13.948,0.73572,1.3504e-07,-1.3644e-07,3.784e+06,-46.718,-50.57,-7.7459e-14,0.18306,3.7224
0.0089555,0.0097318,-0.003,0.0089555,0.0097318,-0.003,0.72099,0.0089543,0.0097329,-0.003,563.2,340.14,0,0,0,0,26464,5.7387e+05,1.2002e-06,0.02016,0.3497,0,7.1273e+07,71676,13.948,0.73256,-1.3714e-07,1.22e-07,2.7618e+06,-34.077,-36.951,-2.0253e-14,0.18906,3.266
0.0092413,0.010041,-0.003,0.0092413,0.010041,-0.003,0.71005,0.0092394,0.010043,-0.003,544.5,340.28,0,0,0,0,-7.3038e+05,5.8608e+05,3.9854e-06,0.020159,0.27984,0,7.0581e+07,72392,13.948,0.73943,-3.2806e-07,3.1362e-07,2.3886e+06,-29.648,-31.803,8.1805e-14,0.19507,3.1495
0.0095309,0.010347,-0.003,0.0095309,0.010347,-0.003,0.72166,0.0095322,0.010346,-0.003,547.31,340.12,0,0,0,0,-1.8541e+06,-9.4714e+05,1.4498e-06,0.020137,0.58729,0,7.1336e+07,71632,13.948,0.73203,1.1269e-07,-1.0151e-07,4.2358e+06,-52.654,-56.287,1.1521e-13,0.20107,3.9272
0.0098181,0.010655,-0.003,0.0098181,0.010655,-0.003,0.73559,0.0098197,0.010653,-0.003,577.62,339.8,0,0,0,0,-1.8497e+05,-6.0543e+05,-3.997e-06,0.020137,0.60915,0,7.2172e+07,70718,13.948,0.72351,1.4845e-06,-1.3642e-06,4.2169e+06,-52.34,-56.105,1.9993e-13,0.20708,3.9052
0.010102,0.010965,-0.003,0.010102,0.010965,-0.003,0.72914,0.010101,0.010967,-0.003,584.88,339.84,0,0,0,0,4.6625e+05,5.7252e+05,-7.7486e-07,0.020149,0.34563,0,7.1736e+07,71141,13.948,0.72768,1.2105e-06,-1.1038e-06,2.7826e+06,-34.324,-37.232,1.3552e-13,0.21309,3.3349
0.010388,0.011274,-0.003,0.010388,0.011274,-0.003,0.72589,0.010389,0.011274,-0.003,591.36,339.87,0,0,0,0,-8.3312e+05,-2.1692e+05,4.6076e-06,0.020141,0.42222,0,7.1548e+07,71354,13.948,0.72972,1.8277e-07,-1.695e-07,3.4197e+06,-42.2,-45.748,-2.6851e-14,0.21909,3.5856
0.010674,0.011584,-0.003,0.010674,0.011584,-0.003,0.73853,0.010676,0.011582,-0.003,627.61,339.66,0,0,0,0,-77472,-7.7554e+05,6.2672e-06,0.020144,0.42897,0,7.2359e+07,70524,13.948,0.72179,2.461e-07,-2.2049e-07,3.4679e+06,-42.866,-46.315,3.8707e-14,0.2251,3.6049
0.010958,0.011895,-0.003,0.010958,0.011895,-0.003,0.73401,0.010956,0.011897,-0.003,602.28,339.7,0,0,0,0,1.9171e+05,3.8719e+05,3.3025e-06,0.020151,0.27311,0,7.2064e+07,70821,13.948,0.72468,1.573e-06,-1.4645e-06,2.5173e+06,-31.035,-33.698,-1.5056e-13,0.23111,3.2216
0.011244,0.012204,-0.003,0.011244,0.012204,-0.003,0.73308,0.011245,0.012202,-0.003,610.81,339.7,0,0,0,0,-1.1052e+06,-1.2896e+05,7.6974e-07,0.020138,0.3817,0,7.2013e+07,70883,13.948,0.72526,3.088e-06,-2.8668e-06,3.3083e+06,-40.781,-44.291,-1.4023e-13,0.23712,3.5734
0.011529,0.012513,-0.003,0.011529,0.012513,-0.003,0.74492,0.01153,0.012512,-0.003,637.68,339.51,0,0,0,0,-1.1475e+05,-2.3898e+05,-4.184e-07,0.02014,0.39727,0,7.2755e+07,70104,13.948,0.71777,1.6347e-06,-1.5101e-06,3.3864e+06,-41.747,-45.343,4.4581e-14,0.24312,3.581
0.011814,0.012823,-0.003,0.011814,0.012823,-0.003,0.73635,0.011812,0.012826,-0.003,633.7,339.53,0,0,0,0,1.7574e+05,-8.3934e+05,5.5996e-07,0.020136,0.38572,0,7.2235e+07,70667,13.948,0.72343,3.1129e-07,-3.0454e-07,3.3273e+06,-41.071,-44.503,-3.7142e-14,0.24913,3.5373
0.012098,0.013134,-0.003,0.012098,0.013134,-0.003,0.75141,0.012103,0.01313,-0.003,659.76,339.37,0,0,0,0,1.5207e+05,-1.5584e+06,-2.9802e-07,0.020144,0.38638,0,7.3328e+07,69677,13.948,0.71372,1.4412e-06,-1.2929e-06,3.3564e+06,-41.35,-44.928,2.5932e-13,0.25514,3.5706
0.01238,0.013447,-0.003,0.01238,0.013447,-0.003,0.75005,0.012375,0.013451,-0.003,649.59,339.44,0,0,0,0,-17591,9.2272e+05,-1.3271e-06,0.020163,0.22211,0,7.3237e+07,69766,13.948,0.71446,3.2596e-07,-2.4005e-07,2.1979e+06,-26.836,-29.642,4.3871e-13,0.26114,3.1127
0.012664,0.013757,-0.003,0.012664,0.013757,-0.003,0.74277,0.012666,0.013755,-0.003,661.27,339.5,0,0,0,0,-1.6682e+06,8.1164e+05,-3.9581e-06,0.020151,0.29185,0,7.268e+07,70246,13.948,0.71915,-1.4696e-06,1.3472e-06,2.7672e+06,-33.795,-37.339,1.4715e-13,0.26715,3.397
0.012948,0.014068,-0.003,0.012948,0.014068,-0.003,0.75681,0.012948,0.014068,-0.003,645.77,339.25,0,0,0,0,-8.1336e+05,-2.1661e+05,-5.806e-06,0.020142,0.36351,0,7.3504e+07,69321,13.948,0.71029,-5.0035e-07,4.5029e-07,3.3457e+06,-40.891,-45.112,-4.1024e-16,0.27316,3.6988
0.01323,0.014381,-0.003,0.01323,0.014381,-0.003,0.75195,0.01323,0.014381,-0.003,623.22,339.2,0,0,0,0,1.5291e+05,1.7543e+05,1.0735e-06,0.020143,0.30471,0,7.3121e+07,69641,13.948,0.71366,8.3912e-07,-7.5647e-07,2.9452e+06,-35.872,-39.828,4.3732e-15,0.27917,3.5811
0.013511,0.014694,-0.003,0.013511,0.014694,-0.003,0.75382,0.013512,0.014694,-0.003,622.4,339.11,0,0,0,0,-3.3251e+05,-6.8964e+05,-3.0617e-07,0.020137,0.34041,0,7.3259e+07,69518,13.948,0.7126,1.1111e-06,-9.9977e-07,3.2277e+06,-39.183,-43.76,5.7829e-14,0.28518,3.7067
0.01379,0.01501,-0.003,0.01379,0.01501,-0.003,0.76154,0.013792,0.015008,-0.003,643.05,338.93,0,0,0,0,5.163e+05,-4.5316e+05,-5.4408e-06,0.020152,0.25846,0,7.3781e+07,69009,13.948,0.70783,6.007e-07,-5.3924e-07,2.5517e+06,-30.943,-34.62,5.1144e-14,0.29119,3.3792
0.014067,0.015327,-0.003,0.014067,0.015327,-0.003,0.7538,0.014065,0.015329,-0.003,613.94,338.96,0,0,0,0,5.7935e+05,9.0709e+05,-1.5823e-06,0.020168,0.12867,0,7.3254e+07,69519,13.948,0.71291,3.702e-07,-3.3015e-07,1.5653e+06,-18.824,-21.376,-8.3309e-14,0.2972,2.9515
0.014346,0.015642,-0.003,0.014346,0.015642,-0.003,0.74774,0.014348,0.015641,-0.003,616.09,339.08,0,0,0,0,-8.6387e+05,2.113e+05,3.6573e-06,0.020145,0.24544,0,7.2866e+07,69919,13.948,0.71669,-1.4044e-06,1.237e-06,2.5335e+06,-30.345,-34.707,-9.3368e-14,0.30321,3.4644
0.014624,0.015959,-0.003,0.014624,0.015959,-0.003,0.7592,0.014626,0.015957,-0.003,638.5,338.97,0,0,0,0,-1.8564e+05,-3.8221e+05,2.8219e-07,0.02014,0.27663,0,7.3629e+07,69163,13.948,0.70929,-5.3691e-07,5.1782e-07,2.8058e+06,-33.619,-38.415,2.4226e-13,0.30923,3.6449
0.014898,0.016279,-0.003,0.014898,0.016279,-0.003,0.75321,0.014896,0.01628,-0.003,620.14,338.96,0,0,0,0,6.6084e+05,6.6395e+05,-5.8098e-06,0.020168,0.12876,0,7.3194e+07,69558,13.948,0.71333,1.1789e-06,-9.9861e-07,1.5815e+06,-18.846,-21.747,2.6101e-13,0.31524,3.051
0.015173,0.016598,-0.003,0.015173,0.016598,-0.003,0.74713,0.015173,0.016598,-0.003,619.48,339.03,0,0,0,0,-14652,3.993e+05,-5.3608e-06,0.020178,0.095838,0,7.2784e+07,69958,13.948,0.71725,-2.2387e-07,1.9465e-07,1.3734e+06,-16.355,-18.907,4.4075e-15,0.32125,2.9757
0.015449,0.016915,-0.003,0.015449,0.016915,-0.003,0.74937,0.015449,0.016915,-0.003,595.19,339.04,0,0,0,0,-2.0203e+05,3226.4,-3.9407e-07,0.020164,0.12861,0,7.2929e+07,69811,13.948,0.71572,-1.3993e-07,1.2154e-07,1.7668e+06,-21.076,-24.286,1.9342e-15,0.32726,3.2487
0.015726,0.017233,-0.003,0.015726,0.017233,-0.003,0.74882,0.015726,0.017232,-0.003,581.34,339.04,0,0,0,0,-2.1109e+05,-1.625e+05,1.0714e-06,0.020121,0.17503,0,7.2891e+07,69847,13.948,0.71608,-1.9744e-07,1.716e-07,2.1668e+06,-25.819,-29.802,-6.5047e-15,0.33328,3.4744
0.016001,0.017551,-0.003,0.016001,0.017551,-0.003,0.7528,0.016002,0.01755,-0.003,577.34,338.96,0,0,0,0,-58529,-2.6355e+05,-2.3514e-06,0.020122,0.18134,0,7.3153e+07,69585,13.948,0.7136,-9.1037e-08,8.1491e-08,2.1746e+06,-25.802,-29.999,1.687e-14,0.33929,3.4778
