x,Curve1
0.04936,0.08596
0.15027,0.21491
0.25207,0.2886
0.31195,0.29781
0.35097,0.2886
0.45192,0.22412
0.55022,0.12588
0.65008,0.08289
0.75137,0.07368
0.85027,0.07368
0.95039,0.07368
