x,Curve1
0.05883,1.43684
0.10735,1.38465
0.1574,1.38158
0.20859,1.36623
0.25823,1.29868
0.30809,1.26491
0.34339,1.24649
0.37932,1.13289
0.41284,0.82281
0.44832,0.63553
0.55247,0.4943
0.60253,0.4943
0.68293,0.4636
0.7631,0.39605
0.84194,0.31009
0.95262,0.23947
