"C:0","C:1","C:2","Cx","Cy","Cz","Mas","Points:0","Points:1","Points:2","Ret","T","U:0","U:1","U:2","alphat","grad(p):0","grad(p):1","grad(p):2","im","k","nut","omega","p","pseudoCoField","rho","vorticity:0","vorticity:1","vorticity:2","wallShearStress:0","wallShearStress:1","wallShearStress:2","xc","yPlus"
0.00077815,0.00051129,-0.003,0.00077815,0.00051129,-0.003,0.72234,0.00077586,0.00050745,-0.003,415.4,338.34,0,0,0,0,8.964e+06,5.8506e+06,-9.9987e-06,0.01974,1.9538,0,7.0982e+07,71587,15.009,0.73537,1.7975e-07,-1.4016e-07,1.771e+05,-1.6218,-2.8012,1.0018e-13,0.013126,2.2201
0.00085378,0.00061473,-0.003,0.00085378,0.00061473,-0.003,0.7144,0.00085079,0.00061051,-0.003,406.24,339.17,0,0,0,0,1.5258e+06,-3.0842e+06,-1.2565e-05,0.019454,1.0803,0,7.0618e+07,72107,15.009,0.73899,7.0009e-08,-4.8909e-08,1.9008e+05,-2.5711,-2.4301,-2.9144e-14,0.014952,2.4839
0.00094137,0.0007352,-0.003,0.00094137,0.0007352,-0.003,0.73379,0.00093767,0.00073046,-0.003,419,337.99,0,0,0,0,4.2248e+06,-1.1558e+07,-9.5759e-06,0.02028,0.87528,0,7.1642e+07,70836,15.009,0.72855,-1.9775e-07,1.3456e-07,-1.458e+06,14.573,22.225,1.4941e-13,0.017073,2.8344
0.0010436,0.00087494,-0.003,0.0010436,0.00087494,-0.003,0.74677,0.0010393,0.00086938,-0.003,432.73,336.72,0,0,0,0,9.5767e+06,-6.4319e+06,1.0651e-05,0.021508,1.2653,0,7.2252e+07,69982,15.009,0.72253,-2.2771e-07,1.5227e-07,-4.1099e+06,43.515,60.856,2.1246e-13,0.01954,3.0053
0.0011626,0.0010372,-0.003,0.0011626,0.0010372,-0.003,0.72578,0.0011579,0.0010305,-0.003,427.68,337.55,0,0,0,0,7.5782e+06,5.5598e+06,1.4511e-05,0.02145,1.43,0,7.1047e+07,71362,15.009,0.73508,-1.6484e-07,1.1921e-07,-5.6828e+06,60.833,83.64,2.2042e-14,0.022407,2.8981
0.0013015,0.0012254,-0.003,0.0013015,0.0012254,-0.003,0.68535,0.0012952,0.0012182,-0.003,417.14,339.45,0,0,0,0,3.1234e+06,1.0576e+07,-1.4573e-06,0.021745,1.3191,0,6.8887e+07,74001,15.009,0.75817,8.8942e-08,-7.3575e-08,-5.0578e+06,54.56,74.18,6.6662e-14,0.025739,2.71
0.0014657,0.001442,-0.003,0.0014657,0.001442,-0.003,0.64612,0.0014575,0.0014345,-0.003,400.65,341.1,0,0,0,0,-3.9277e+05,9.1259e+06,-2.7921e-06,0.023267,1.2296,0,6.6969e+07,76529,15.009,0.7798,2.1805e-07,-1.6391e-07,-2.9211e+06,32.883,41.826,1.0239e-13,0.029616,2.4615
0.0016624,0.0016892,-0.003,0.0016624,0.0016892,-0.003,0.62257,0.0016525,0.0016808,-0.003,406.49,341.87,0,0,0,0,-1.027e+06,4.5866e+06,3.4571e-06,0.02375,1.3035,0,6.5871e+07,78024,15.009,0.79281,-6.1351e-08,4.936e-08,-6.5065e+05,8.4706,8.3937,9.1403e-14,0.034125,1.9165
0.0018955,0.0019651,-0.003,0.0018955,0.0019651,-0.003,0.61746,0.0018872,0.0019606,-0.003,378.06,341.79,0,0,0,0,-2.2981e+06,9.3478e+05,6.9863e-06,0.022638,1.7155,0,6.5572e+07,78347,15.009,0.79652,9.4063e-08,-8.8243e-08,1.8542e+06,-21.541,-25.978,-5.0921e-15,0.039283,1.9162
0.002156,0.0022643,-0.003,0.002156,0.0022643,-0.003,0.63495,0.002155,0.0022584,-0.003,364.69,341.34,0,0,0,0,-2.1071e+06,-1.3656e+06,6.13e-06,0.021366,1.9987,0,6.644e+07,77240,15.009,0.78652,4.3772e-07,-3.7649e-07,4.1643e+06,-49.385,-57.461,-1.9202e-14,0.044949,2.902
0.0024269,0.00258,-0.003,0.0024269,0.00258,-0.003,0.64927,0.002427,0.0025799,-0.003,370.47,341,0,0,0,0,1.5655e+05,-1.4882e+05,1.6203e-06,0.020702,1.4669,0,6.7147e+07,76327,15.009,0.77811,2.638e-07,-2.2491e-07,3.4684e+06,-41.27,-47.792,2.268e-14,0.050888,3.1944
0.0027033,0.0028974,-0.003,0.0027033,0.0028974,-0.003,0.6345,0.0026985,0.0029017,-0.003,369.23,341.04,0,0,0,0,-5.9005e+05,1.7412e+05,3.7125e-06,0.020544,1.2842,0,6.6408e+07,77269,15.009,0.78741,-3.4715e-07,3.2363e-07,3.2896e+06,-39.835,-44.686,6.1053e-14,0.056898,3.3128
0.0029844,0.0032106,-0.003,0.0029844,0.0032106,-0.003,0.65258,0.0029893,0.0032062,-0.003,391.33,340.83,0,0,0,0,-2.5569e+06,-9.2992e+05,2.5611e-06,0.020444,1.7066,0,6.745e+07,76115,15.009,0.7762,-4.9826e-07,4.5402e-07,5.6457e+06,-67.97,-76.98,1.6878e-14,0.062905,3.9321
0.0032633,0.0035259,-0.003,0.0032633,0.0035259,-0.003,0.66663,0.0032605,0.0035283,-0.003,409.96,340.67,0,0,0,0,-1.0339e+06,2.9594e+05,-4.0517e-06,0.020277,1.3257,0,6.8113e+07,75212,15.009,0.76752,3.3434e-07,-3.1292e-07,4.7929e+06,-57.715,-65.411,-7.7647e-15,0.068915,3.6462
0.0035433,0.0038404,-0.003,0.0035433,0.0038404,-0.003,0.65885,0.003543,0.0038407,-0.003,421.24,340.81,0,0,0,0,-5.526e+05,3.6779e+05,-1.4777e-06,0.020216,0.81322,0,6.7627e+07,75713,15.009,0.77221,5.0338e-07,-4.5868e-07,3.3802e+06,-41.343,-45.609,5.0165e-14,0.074926,3.2985
0.0038283,0.0041505,-0.003,0.0038283,0.0041505,-0.003,0.66749,0.0038269,0.0041518,-0.003,421.7,340.64,0,0,0,0,-1.3278e+06,-1.0874e+06,3.3564e-06,0.020174,0.96594,0,6.8096e+07,75157,15.009,0.76685,-3.9535e-07,3.7206e-07,4.682e+06,-57.709,-62.701,2.4461e-14,0.080933,3.6824
0.0041143,0.0044594,-0.003,0.0041143,0.0044594,-0.003,0.68113,0.0041163,0.0044575,-0.003,445.6,340.32,0,0,0,0,-1.0698e+06,-1.3954e+06,5.6643e-06,0.02015,1.1255,0,6.8847e+07,74275,15.009,0.75867,-3.6135e-07,3.4226e-07,5.5562e+06,-68.596,-74.275,1.2512e-14,0.08694,3.9036
0.0043989,0.0047698,-0.003,0.0043989,0.0047698,-0.003,0.69057,0.0043977,0.0047709,-0.003,431.95,340.23,0,0,0,0,-4.1877e+05,-5.5282e+05,7.7742e-07,0.020123,0.91032,0,6.9358e+07,73662,15.009,0.75263,-3.7206e-07,3.4552e-07,4.6329e+06,-57.072,-62.071,-2.5746e-15,0.092948,3.6125
0.0046845,0.0050793,-0.003,0.0046845,0.0050793,-0.003,0.68999,0.0046839,0.0050798,-0.003,439.02,340.16,0,0,0,0,-9.4548e+05,-6.8692e+05,-8.5635e-07,0.020116,0.898,0,6.932e+07,73700,15.009,0.7531,-5.9092e-07,5.5041e-07,4.7664e+06,-58.955,-63.643,-4.4413e-15,0.098955,3.6943
0.0049701,0.0053886,-0.003,0.0049701,0.0053886,-0.003,0.70535,0.0049723,0.0053866,-0.003,451.82,339.89,0,0,0,0,-4.5448e+05,-1.0905e+06,2.0445e-06,0.020112,0.9372,0,7.0262e+07,72699,15.009,0.74351,-3.6135e-07,3.3202e-07,5.0234e+06,-62.006,-67.17,-1.2234e-14,0.10496,3.8032
0.0052546,0.0056991,-0.003,0.0052546,0.0056991,-0.003,0.70444,0.005252,0.0057015,-0.003,438.68,339.86,0,0,0,0,-21308,-5.5849e+05,2.8918e-07,0.020113,0.77634,0,7.0221e+07,72758,15.009,0.74415,-3.1898e-07,2.9244e-07,4.2975e+06,-52.928,-57.579,4.5351e-15,0.11097,3.6237
0.0055388,0.0060096,-0.003,0.0055388,0.0060096,-0.003,0.71087,0.005542,0.0060068,-0.003,449.31,339.77,0,0,0,0,-5.3784e+05,-6.6415e+05,7.5251e-07,0.020118,0.7738,0,7.0628e+07,72339,15.009,0.74009,1.1269e-07,-9.2201e-08,4.4076e+06,-54.118,-59.19,6.3918e-14,0.11698,3.6774
0.0058214,0.0063215,-0.003,0.0058214,0.0063215,-0.003,0.71556,0.0058194,0.0063233,-0.003,433.78,339.75,0,0,0,0,-1.1111e+05,4.4004e+05,1.1967e-07,0.020114,0.61778,0,7.0872e+07,72031,15.009,0.73701,5.4063e-07,-4.8964e-07,3.5964e+06,-43.981,-48.475,4.0906e-14,0.12298,3.3978
0.0061049,0.0066326,-0.003,0.0061049,0.0066326,-0.003,0.70753,0.0061049,0.0066326,-0.003,439.82,339.81,0,0,0,0,-6.045e+05,1.8758e+05,3.1671e-07,0.020114,0.59054,0,7.0352e+07,72556,15.009,0.74216,2.2543e-06,-2.0803e-06,3.5792e+06,-43.968,-48.075,-2.7595e-16,0.12899,3.4529
0.0063892,0.0069432,-0.003,0.0063892,0.0069432,-0.003,0.71901,0.0063905,0.006942,-0.003,458.32,339.66,0,0,0,0,-2.5205e+05,-6.8984e+05,9.5053e-08,0.020112,0.6066,0,7.1062e+07,71806,15.009,0.73489,1.8436e-06,-1.7055e-06,3.7736e+06,-46.424,-50.606,2.5227e-15,0.135,3.5638
0.0066731,0.0072542,-0.003,0.0066731,0.0072542,-0.003,0.71636,0.006671,0.0072561,-0.003,449.31,339.71,0,0,0,0,1291.4,1.4613e+05,1.8589e-06,0.020112,0.48179,0,7.0896e+07,71979,15.009,0.7365,-6.2468e-07,5.7905e-07,3.0876e+06,-38.02,-41.384,4.1316e-14,0.14101,3.3489
0.0069589,0.0075634,-0.003,0.0069589,0.0075634,-0.003,0.71751,0.0069599,0.0075625,-0.003,464.32,339.7,0,0,0,0,-9.2617e+05,-2.6645e+05,2.3402e-06,0.020107,0.57984,0,7.0978e+07,71904,15.009,0.73573,-5.9255e-07,5.5321e-07,3.7212e+06,-45.913,-49.785,3.9806e-14,0.14701,3.6244
0.0072445,0.0078729,-0.003,0.0072445,0.0078729,-0.003,0.72704,0.0072448,0.0078726,-0.003,476.37,339.54,0,0,0,0,-1.6619e+05,-3.292e+05,-3.7333e-06,0.020104,0.57574,0,7.1543e+07,71279,15.009,0.72975,1.1409e-07,-1.0314e-07,3.726e+06,-46.009,-49.818,8.0255e-16,0.15302,3.6322
0.00753,0.0081824,-0.003,0.00753,0.0081824,-0.003,0.72209,0.0075284,0.0081838,-0.003,462.08,339.51,0,0,0,0,-1.1798e+05,-1.009e+05,-4.7426e-06,0.020104,0.53494,0,7.1216e+07,71604,15.009,0.73309,1.3551e-07,-1.213e-07,3.5315e+06,-43.672,-47.16,1.2677e-14,0.15903,3.5662
0.0078162,0.0084913,-0.003,0.0078162,0.0084913,-0.003,0.729,0.0078182,0.0084894,-0.003,476.48,339.39,0,0,0,0,-7.6352e+05,-6.8807e+05,-1.0496e-06,0.020102,0.62604,0,7.1671e+07,71151,15.009,0.72874,-1.1865e-06,1.0827e-06,4.1064e+06,-50.685,-54.902,-1.5579e-13,0.16503,3.7687
0.0081002,0.0088022,-0.003,0.0081002,0.0088022,-0.003,0.73543,0.0080998,0.0088025,-0.003,467.68,339.32,0,0,0,0,2.3718e+05,1.6598e+05,9.5976e-07,0.020106,0.46866,0,7.2051e+07,70728,15.009,0.72461,-4.2771e-07,3.8883e-07,3.1346e+06,-38.605,-42.005,-1.3221e-13,0.17104,3.3485
0.0083849,0.0091124,-0.003,0.0083849,0.0091124,-0.003,0.72523,0.0083828,0.0091143,-0.003,465.71,339.4,0,0,0,0,-1.5671e+05,88659,1.8496e-06,0.020108,0.395,0,7.1413e+07,71398,15.009,0.73118,9.9768e-07,-9.2038e-07,2.8343e+06,-35.045,-37.856,-1.5625e-14,0.17705,3.2984
0.0086713,0.009421,-0.003,0.0086713,0.009421,-0.003,0.73588,0.0086741,0.0094185,-0.003,484.89,339.28,0,0,0,0,-9.4119e+05,-7.2977e+05,-5.4855e-07,0.020106,0.51032,0,7.2132e+07,70699,15.009,0.72433,1.3178e-07,-1.3364e-07,3.6923e+06,-45.582,-49.348,-6.9282e-14,0.18306,3.7077
0.0089555,0.0097318,-0.003,0.0089555,0.0097318,-0.003,0.74059,0.0089543,0.0097329,-0.003,491.22,339.2,0,0,0,0,37664,5.8184e+05,1.7486e-07,0.020113,0.36657,0,7.2376e+07,70389,15.009,0.72139,-1.3388e-07,1.1944e-07,2.692e+06,-33.209,-36.022,-2.4396e-14,0.18906,3.2523
0.0092413,0.010041,-0.003,0.0092413,0.010041,-0.003,0.72991,0.0092394,0.010043,-0.003,477.86,339.32,0,0,0,0,-6.8558e+05,5.8496e+05,2.3099e-06,0.020113,0.30221,0,7.1671e+07,71090,15.009,0.72819,-3.1898e-07,3.0594e-07,2.3269e+06,-28.878,-30.987,6.6654e-14,0.19507,3.1358
0.0095309,0.010347,-0.003,0.0095309,0.010347,-0.003,0.7409,0.0095322,0.010346,-0.003,483.84,339.17,0,0,0,0,-1.7671e+06,-8.8906e+05,-3.3691e-06,0.0201,0.59934,0,7.2414e+07,70369,15.009,0.72113,1.0966e-07,-9.7323e-08,4.1163e+06,-51.166,-54.703,9.2831e-14,0.20107,3.9107
0.0098181,0.010655,-0.003,0.0098181,0.010655,-0.003,0.75404,0.0098197,0.010653,-0.003,511.35,338.88,0,0,0,0,-1.6262e+05,-5.5091e+05,-8.0606e-07,0.020101,0.6111,0,7.3236e+07,69504,15.009,0.713,1.4447e-06,-1.3253e-06,4.0932e+06,-50.802,-54.463,1.6359e-13,0.20708,3.8883
0.010102,0.010965,-0.003,0.010102,0.010965,-0.003,0.74763,0.010101,0.010967,-0.003,521.35,338.91,0,0,0,0,4.6706e+05,5.786e+05,-1.532e-07,0.02011,0.35539,0,7.2785e+07,69926,15.009,0.71719,1.1779e-06,-1.0727e-06,2.699e+06,-33.29,-36.117,1.1188e-13,0.21309,3.3198
0.010388,0.011274,-0.003,0.010388,0.011274,-0.003,0.74432,0.010389,0.011274,-0.003,528.68,338.94,0,0,0,0,-7.8486e+05,-1.9022e+05,1.6704e-06,0.020106,0.42822,0,7.2584e+07,70144,15.009,0.71932,1.7835e-07,-1.6461e-07,3.3137e+06,-40.888,-44.332,-3.6634e-14,0.21909,3.5706
0.010674,0.011584,-0.003,0.010674,0.011584,-0.003,0.75633,0.010676,0.011582,-0.003,561.45,338.74,0,0,0,0,-61400,-7.2864e+05,7.9377e-06,0.020109,0.4302,0,7.3383e+07,69353,15.009,0.71171,2.3888e-07,-2.1304e-07,3.3573e+06,-41.497,-44.839,3.2151e-14,0.2251,3.5896
0.010958,0.011895,-0.003,0.010958,0.011895,-0.003,0.75183,0.010956,0.011897,-0.003,543.85,338.78,0,0,0,0,2.095e+05,3.9863e+05,8.1537e-07,0.020115,0.28076,0,7.3078e+07,69649,15.009,0.71462,1.5225e-06,-1.4165e-06,2.432e+06,-29.982,-32.558,-1.4927e-13,0.23111,3.2073
0.011244,0.012204,-0.003,0.011244,0.012204,-0.003,0.75063,0.011245,0.012202,-0.003,552.32,338.78,0,0,0,0,-1.0348e+06,-94102,-4.3758e-06,0.020109,0.38386,0,7.3006e+07,69728,15.009,0.71539,2.9856e-06,-2.7714e-06,3.1919e+06,-39.343,-42.735,-1.4008e-13,0.23712,3.5589
0.011529,0.012513,-0.003,0.011529,0.012513,-0.003,0.76177,0.01153,0.012512,-0.003,578.82,338.61,0,0,0,0,-88730,-2.0581e+05,-4.3917e-06,0.02011,0.39437,0,7.3728e+07,68994,15.009,0.7083,1.5795e-06,-1.4598e-06,3.2638e+06,-40.234,-43.703,5.2269e-14,0.24312,3.5666
0.011814,0.012823,-0.003,0.011814,0.012823,-0.003,0.75336,0.011812,0.012826,-0.003,580.2,338.62,0,0,0,0,1.9825e+05,-7.8095e+05,-2.7874e-06,0.020108,0.38121,0,7.32e+07,69548,15.009,0.71389,2.9989e-07,-2.9313e-07,3.2004e+06,-39.502,-42.807,-3.9341e-14,0.24913,3.5231
0.012098,0.013134,-0.003,0.012098,0.013134,-0.003,0.76751,0.012103,0.01313,-0.003,606.1,338.47,0,0,0,0,1.7544e+05,-1.4601e+06,-1.3104e-06,0.020114,0.37808,0,7.4263e+07,68616,15.009,0.70471,1.3842e-06,-1.2417e-06,3.2188e+06,-39.656,-43.084,2.4585e-13,0.25514,3.5562
0.01238,0.013447,-0.003,0.01238,0.013447,-0.003,0.76589,0.012375,0.013451,-0.003,602.65,338.53,0,0,0,0,16743,9.2645e+05,1.0515e-06,0.020127,0.2214,0,7.4151e+07,68722,15.009,0.70564,3.1502e-07,-2.333e-07,2.0933e+06,-25.559,-28.231,4.3032e-13,0.26114,3.0997
0.012664,0.013757,-0.003,0.012664,0.013757,-0.003,0.75855,0.012666,0.013755,-0.003,613.25,338.6,0,0,0,0,-1.5617e+06,8.2154e+05,-1.8394e-07,0.020119,0.28433,0,7.3575e+07,69206,15.009,0.71039,-1.3993e-06,1.2836e-06,2.624e+06,-32.043,-35.409,1.2889e-13,0.26715,3.383
0.012948,0.014068,-0.003,0.012948,0.014068,-0.003,0.77163,0.012948,0.014068,-0.003,605.01,338.39,0,0,0,0,-7.684e+05,-1.6868e+05,-6.0303e-07,0.020113,0.34504,0,7.4365e+07,68344,15.009,0.70207,-4.7777e-07,4.3167e-07,3.1632e+06,-38.662,-42.652,-2.3368e-14,0.27316,3.6838
0.01323,0.014381,-0.003,0.01323,0.014381,-0.003,0.76687,0.01323,0.014381,-0.003,587.19,338.35,0,0,0,0,1.6034e+05,1.9249e+05,2.0121e-06,0.020115,0.28653,0,7.3985e+07,68658,15.009,0.70533,7.9023e-07,-7.1106e-07,2.771e+06,-33.749,-37.472,-1.3759e-14,0.27917,3.5668
0.013511,0.014694,-0.003,0.013511,0.014694,-0.003,0.76842,0.013512,0.014694,-0.003,591.54,338.28,0,0,0,0,-2.6644e+05,-6.2601e+05,-1.1452e-07,0.020112,0.31129,0,7.4106e+07,68555,15.009,0.70446,1.0387e-06,-9.3319e-07,3.0076e+06,-36.516,-40.772,3.4264e-14,0.28518,3.6921
0.01379,0.01501,-0.003,0.01379,0.01501,-0.003,0.77528,0.013792,0.015008,-0.003,610.68,338.09,0,0,0,0,5.345e+05,-3.8921e+05,-6.0437e-07,0.020126,0.23216,0,7.4579e+07,68103,15.009,0.70025,5.5972e-07,-5.0105e-07,2.3468e+06,-28.468,-31.831,2.8914e-14,0.29119,3.3653
0.014067,0.015327,-0.003,0.014067,0.015327,-0.003,0.76764,0.014065,0.015329,-0.003,597.46,338.11,0,0,0,0,6.0595e+05,9.1772e+05,3.6368e-07,0.020137,0.11714,0,7.4042e+07,68607,15.009,0.70531,3.3784e-07,-3.0105e-07,1.4157e+06,-17.026,-19.33,-7.8966e-14,0.2972,2.9386
0.014346,0.015642,-0.003,0.014346,0.015642,-0.003,0.76117,0.014348,0.015641,-0.003,604.55,338.2,0,0,0,0,-7.4431e+05,2.4942e+05,-1.6055e-06,0.020121,0.21566,0,7.3608e+07,69033,15.009,0.70946,-1.2815e-06,1.1281e-06,2.3007e+06,-27.551,-31.525,-7.5708e-14,0.30321,3.4499
