"C:0","C:1","C:2","Cx","Cy","Cz","Ma","Mas","Points:0","Points:1","Points:2","Ret","T","U:0","U:1","U:2","alphat","grad(p):0","grad(p):1","grad(p):2","im","k","nut","omega","p","pseudoCoField","rho","vorticity:0","vorticity:1","vorticity:2","wallShearStress:0","wallShearStress:1","wallShearStress:2","xc","yPlus"
0.044505,0.053658,-0.003,0.044505,0.053658,-0.003,0,0.65675,0.044506,0.053659,-0.003,41.289,357.59,0,0,0,0,1.9904e+05,13638,-6.4677e-05,0.21617,1.0643,0,7.0757e+07,75847,14.157,0.73726,1.1845e-07,-3.6135e-07,2.0794e+05,3.5596,1.2269,-8.7975e-14,0.99586,1.432
0.04446,0.053642,-0.003,0.04446,0.053642,-0.003,0,0.65688,0.044461,0.053643,-0.003,41.372,357.54,0,0,0,0,2.0876e+05,-9005,6.9929e-06,0.21578,1.0798,0,7.0769e+07,75839,14.157,0.73727,6.8865e-07,-1.748e-06,2.2028e+05,3.713,1.4146,1.375e-14,0.99527,1.4696
0.044408,0.053621,-0.003,0.044408,0.053621,-0.003,0,0.65706,0.044409,0.053622,-0.003,41.458,357.5,0,0,0,0,1.953e+05,49400,4.9931e-05,0.21642,1.0818,0,7.0717e+07,75828,14.157,0.73726,-3.4453e-07,5.3074e-07,2.2718e+05,3.7393,1.6562,2.8868e-13,0.99456,1.3597
0.044349,0.053592,-0.003,0.044349,0.053592,-0.003,0,0.65727,0.044351,0.053594,-0.003,41.535,357.46,0,0,0,0,1.9013e+05,80226,-8.839e-06,0.21711,1.0807,0,7.0673e+07,75814,14.157,0.7372,-6.7649e-07,1.5415e-06,2.34e+05,3.7317,1.9558,1.6846e-13,0.99371,0.86966
0.044282,0.053554,-0.003,0.044282,0.053554,-0.003,0,0.65752,0.044284,0.053557,-0.003,41.6,357.44,0,0,0,0,1.9727e+05,77740,-2.8916e-05,0.21805,1.0792,0,7.0701e+07,75798,14.157,0.7371,-2.2282e-07,2.4599e-07,2.4159e+05,3.7031,2.2881,-1.8707e-13,0.99268,0.96104
0.044208,0.053504,-0.003,0.044208,0.053504,-0.003,0,0.65782,0.04421,0.053508,-0.003,41.654,357.42,0,0,0,0,2.0984e+05,36073,-7.7881e-06,0.21919,1.0811,0,7.0837e+07,75779,14.157,0.73695,-4.7241e-07,6.8737e-07,2.512e+05,3.6604,2.6688,-3.7574e-13,0.99146,1.7632
0.044127,0.053439,-0.003,0.044127,0.053439,-0.003,0,0.65812,0.044129,0.053444,-0.003,41.693,357.43,0,0,0,0,1.8916e+05,61757,-5.796e-06,0.21376,1.1287,0,7.0966e+07,75760,14.157,0.73675,5.2032e-07,-5.9319e-07,2.5844e+05,3.5849,3.006,-2.9504e-13,0.99,2.129
0.044035,0.053358,-0.003,0.044035,0.053358,-0.003,0,0.65853,0.044039,0.053361,-0.003,41.704,357.57,0,0,0,0,1.685e+05,1.4652e+05,-1.1147e-06,0.19876,1.2351,0,7.098e+07,75734,14.157,0.73623,-1.2567e-07,1.6543e-07,2.5532e+05,3.4877,3.0687,4.2416e-14,0.98827,1.8161
0.043928,0.053264,-0.003,0.043928,0.053264,-0.003,0,0.65905,0.043934,0.053267,-0.003,41.729,357.71,0,0,0,0,1.9128e+05,1.5461e+05,-5.6349e-07,0.185,1.3039,0,7.099e+07,75700,14.157,0.73559,-9.4832e-07,1.0978e-06,2.5038e+05,3.4846,2.9495,-8.7526e-15,0.98626,1.3525
0.043799,0.053159,-0.003,0.043799,0.053159,-0.003,0,0.65967,0.043805,0.053162,-0.003,41.815,357.74,0,0,0,0,1.9408e+05,1.3696e+05,1.3044e-05,0.18199,1.2824,0,7.1054e+07,75660,14.157,0.73514,-1.6266e-07,1.8813e-07,2.6803e+05,3.8016,3.0625,-3.0784e-14,0.98392,1.6004
