"C:0","C:1","C:2","Cx","Cy","Cz","Ma","Mas","Points:0","Points:1","Points:2","Ret","T","U:0","U:1","U:2","alphat","grad(p):0","grad(p):1","grad(p):2","im","k","nut","omega","p","pseudoCoField","rho","vorticity:0","vorticity:1","vorticity:2","wallShearStress:0","wallShearStress:1","wallShearStress:2","xc","yPlus"
0.00065384,0.00034818,-0.003,0.00065384,0.00034818,-0.003,0,0.81084,0.00065206,0.00034539,-0.003,431.12,342.31,0,0,0,0,1.818e+07,-1.1575e+06,-1.429e-05,0.018668,4.5094,0,7.801e+07,65756,13.935,0.66861,-2.5285e-07,2.4028e-07,-4.3675e+05,1.3526,9.2162,-5.5728e-13,0.010201,1.7207
0.00071202,0.00042308,-0.003,0.00071202,0.00042308,-0.003,0,0.7994,0.00071009,0.00041975,-0.003,427.87,343.9,0,0,0,0,1.1828e+07,6.0809e+05,-2.5593e-06,0.019276,2.6121,0,7.7575e+07,66511,13.935,0.67271,-1.2456e-07,1.1479e-07,-2.2483e+06,23.056,33.966,-2.6327e-13,0.011555,2.0947
0.00077815,0.00051129,-0.003,0.00077815,0.00051129,-0.003,0,0.78437,0.00077586,0.00050745,-0.003,428.3,347.43,0,0,0,0,6.4043e+06,3.745e+06,6.7353e-06,0.019811,1.7386,0,7.7315e+07,67503,13.935,0.67507,-9.6625e-08,6.6357e-08,-2.7733e+06,30.246,40.464,6.5963e-14,0.013126,2.2301
0.00085378,0.00061473,-0.003,0.00085378,0.00061473,-0.003,0,0.7733,0.00085079,0.00061051,-0.003,425.4,351,0,0,0,0,2.7329e+06,-1.2378e+06,1.1093e-05,0.020023,1.1347,0,7.7288e+07,68233,13.935,0.6752,-2.7938e-09,9.3117e-10,-2.4778e+06,27.352,35.858,1.8777e-14,0.014952,2.5512
0.00094137,0.0007352,-0.003,0.00094137,0.0007352,-0.003,0,0.78502,0.00093767,0.00073046,-0.003,429.28,351.89,0,0,0,0,5.1011e+06,-9.4815e+06,1.6476e-05,0.020581,1.0146,0,7.835e+07,67460,13.935,0.66616,-2.0722e-07,1.3784e-07,-2.835e+06,30.307,41.728,2.1011e-13,0.017073,2.9854
0.0010436,0.00087494,-0.003,0.0010436,0.00087494,-0.003,0,0.79717,0.0010393,0.00086938,-0.003,431.39,351,0,0,0,0,1.0416e+07,-7.0042e+06,8.1547e-06,0.021354,1.5809,0,7.9058e+07,66658,13.935,0.66032,-3.092e-07,2.1234e-07,-4.9117e+06,51.882,72.788,2.0669e-13,0.01954,3.2279
0.0011626,0.0010372,-0.003,0.0011626,0.0010372,-0.003,0,0.77824,0.0011579,0.0010305,-0.003,424.39,351.04,0,0,0,0,1.0512e+07,4.1154e+06,-4.2403e-06,0.021587,2.3069,0,7.7652e+07,67907,13.935,0.67262,-2.3842e-07,1.7229e-07,-7.3823e+06,78.92,108.75,3.3624e-14,0.022407,3.1172
0.0013015,0.0012254,-0.003,0.0013015,0.0012254,-0.003,0,0.73071,0.0012952,0.0012182,-0.003,411.86,352.23,0,0,0,0,5.5464e+06,1.279e+07,1.044e-06,0.021727,2.4938,0,7.4501e+07,71038,13.935,0.70134,1.8347e-07,-1.4622e-07,-7.5835e+06,82.019,111.03,6.6022e-14,0.025739,2.7821
0.0014657,0.001442,-0.003,0.0014657,0.001442,-0.003,0,0.67519,0.0014575,0.0014345,-0.003,412.34,354.02,0,0,0,0,1.9329e+05,1.3272e+07,9.0674e-06,0.021537,2.0476,0,7.118e+07,74659,13.935,0.73391,3.5553e-07,-2.6776e-07,-5.0926e+06,55.221,74.536,9.465e-14,0.029616,2.3779
0.0016624,0.0016892,-0.003,0.0016624,0.0016892,-0.003,0,0.63883,0.0016525,0.0016808,-0.003,409.32,355.28,0,0,0,0,-3.9529e+06,8.8529e+06,6.184e-06,0.02106,1.3004,0,6.9309e+07,76993,13.935,0.75348,-7.3575e-08,5.4774e-08,-1.7625e+06,20.021,25.093,1.2711e-13,0.034125,1.7637
0.0018955,0.0019651,-0.003,0.0018955,0.0019651,-0.003,0,0.63058,0.0018872,0.0019606,-0.003,385.15,355.06,0,0,0,0,-4.8554e+06,3.0268e+06,-2.9863e-06,0.020681,1.1143,0,6.8875e+07,77517,13.935,0.75828,1.2596e-07,-1.1799e-07,1.8002e+06,-20.203,-25.777,2.1248e-14,0.039283,1.9217
0.002156,0.0022643,-0.003,0.002156,0.0022643,-0.003,0,0.6503,0.002155,0.0022584,-0.003,386.8,353.96,0,0,0,0,-2.5117e+06,-1.3708e+06,-5.3621e-06,0.02032,1.464,0,6.9789e+07,76261,13.935,0.74875,5.1688e-07,-4.4238e-07,4.9175e+06,-58.129,-68.022,-4.8681e-14,0.044949,3.0943
0.0024269,0.00258,-0.003,0.0024269,0.00258,-0.003,0,0.66634,0.002427,0.0025799,-0.003,383.19,353.6,0,0,0,0,73687,-2.6952e+05,-5.3567e-06,0.02005,1.157,0,7.0647e+07,75231,13.935,0.73954,3.1292e-07,-2.6566e-07,4.2502e+06,-50.475,-58.647,1.1051e-14,0.050888,3.3732
0.0027033,0.0028974,-0.003,0.0027033,0.0028974,-0.003,0,0.65186,0.0026985,0.0029017,-0.003,384.52,353.66,0,0,0,0,-7.3278e+05,95982,-3.983e-06,0.020054,1.0279,0,6.9871e+07,76162,13.935,0.74838,-3.8836e-07,3.6159e-07,3.8433e+06,-46.512,-52.239,7.1406e-14,0.056898,3.5174
0.0029844,0.0032106,-0.003,0.0029844,0.0032106,-0.003,0,0.67166,0.0029893,0.0032062,-0.003,398.88,352.95,0,0,0,0,-2.7858e+06,-1.0051e+06,-1.2228e-06,0.020077,1.6113,0,7.1004e+07,74888,13.935,0.73739,-5.5041e-07,4.9965e-07,6.206e+06,-74.745,-84.595,4.8452e-14,0.062905,4.2055
0.0032633,0.0035259,-0.003,0.0032633,0.0035259,-0.003,0,0.68647,0.0032605,0.0035283,-0.003,382.82,352.75,0,0,0,0,-1.0527e+06,2.8091e+05,1.8072e-06,0.020176,1.4802,0,7.1759e+07,73928,13.935,0.72854,3.5902e-07,-3.3574e-07,5.1244e+06,-61.662,-69.972,-1.4054e-14,0.068915,3.9176
0.0035433,0.0038404,-0.003,0.0035433,0.0038404,-0.003,0,0.67814,0.003543,0.0038407,-0.003,353.73,353.12,0,0,0,0,-5.984e+05,4.1076e+05,6.7106e-06,0.020028,1.3158,0,7.1253e+07,74468,13.935,0.73295,5.4343e-07,-4.936e-07,3.533e+06,-43.131,-47.748,3.3002e-14,0.074926,3.5485
0.0038283,0.0041505,-0.003,0.0038283,0.0041505,-0.003,0,0.68727,0.0038269,0.0041518,-0.003,320.61,352.93,0,0,0,0,-1.4922e+06,-9.7168e+05,7.8883e-06,0.019846,2.3787,0,7.1791e+07,73877,13.935,0.72746,-4.4005e-07,4.1025e-07,5.0462e+06,-62.11,-67.66,7.8807e-14,0.080933,3.945
0.0041143,0.0044594,-0.003,0.0041143,0.0044594,-0.003,0,0.70063,0.0041163,0.0044575,-0.003,281.95,352.49,0,0,0,0,-1.133e+06,-1.2592e+06,6.374e-06,0.020015,3.7167,0,7.2566e+07,73007,13.935,0.71991,-4.028e-07,3.7812e-07,6.1878e+06,-76.297,-82.808,5.86e-14,0.08694,4.1705
0.0043989,0.0047698,-0.003,0.0043989,0.0047698,-0.003,0,0.70946,0.0043977,0.0047709,-0.003,239.31,352.53,0,0,0,0,-4.965e+05,-2.9688e+05,1.3791e-06,0.018688,4.9723,0,7.3114e+07,72430,13.935,0.71416,-4.6007e-07,4.2515e-07,5.3801e+06,-66.144,-72.207,2.3691e-14,0.092948,3.8593
0.0046845,0.0050793,-0.003,0.0046845,0.0050793,-0.003,0,0.70762,0.0046839,0.0050798,-0.003,203.23,352.5,0,0,0,0,-1.0374e+06,-3.1996e+05,-5.9695e-06,0.018877,9.074,0,7.3022e+07,72551,13.935,0.71531,-7.4133e-07,6.8778e-07,6.0691e+06,-74.894,-81.19,3.2612e-14,0.098955,3.9351
0.0049701,0.0053886,-0.003,0.0049701,0.0053886,-0.003,0,0.7215,0.0049723,0.0053866,-0.003,174.1,352.25,0,0,0,0,-4.9615e+05,-7.6807e+05,-2.0782e-06,0.020379,14.132,0,7.3963e+07,71643,13.935,0.70692,-4.95e-07,4.5402e-07,6.9656e+06,-85.747,-93.356,-1.4929e-14,0.10496,4.0395
0.0052546,0.0056991,-0.003,0.0052546,0.0056991,-0.003,0,0.71934,0.005252,0.0057015,-0.003,152.23,352.49,0,0,0,0,-2.2141e+05,-2.2005e+05,2.3823e-06,0.022545,21.745,0,7.3931e+07,71784,13.935,0.7078,-4.7032e-07,4.3167e-07,6.5736e+06,-80.81,-88.215,4.0441e-15,0.11097,3.8427
0.0055388,0.0060096,-0.003,0.0055388,0.0060096,-0.003,0,0.72552,0.005542,0.0060068,-0.003,137.46,352.45,0,0,0,0,-6.6396e+05,-5.114e+05,-3.7001e-06,0.024861,29.543,0,7.44e+07,71379,13.935,0.70391,1.858e-07,-1.4994e-07,7.0928e+06,-86.884,-95.435,5.4968e-14,0.11698,3.8931
0.0058214,0.0063215,-0.003,0.0058214,0.0063215,-0.003,0,0.73008,0.0058194,0.0063233,-0.003,127.15,352.69,0,0,0,0,-2.201e+05,6.8607e+05,-5.9088e-06,0.025933,35.955,0,7.4738e+07,71079,13.935,0.70048,8.8569e-07,-7.9814e-07,6.2011e+06,-75.633,-83.772,2.4682e-16,0.12298,3.5986
0.0061049,0.0066326,-0.003,0.0061049,0.0066326,-0.003,0,0.72077,0.0061049,0.0066326,-0.003,119.53,352.87,0,0,0,0,-8.6205e+05,6.3713e+05,-2.8749e-06,0.029071,48.687,0,7.4181e+07,71690,13.935,0.70606,3.9013e-06,-3.5889e-06,6.6002e+06,-80.961,-88.755,-1.537e-13,0.12899,3.6496
0.0063892,0.0069432,-0.003,0.0063892,0.0069432,-0.003,0,0.73151,0.0063905,0.006942,-0.003,113.8,352.72,0,0,0,0,-3.396e+05,-4.8243e+05,4.4715e-07,0.032254,56.881,0,7.4924e+07,70985,13.935,0.69951,3.1777e-06,-2.9309e-06,7.282e+06,-89.357,-97.868,-1.2137e-13,0.135,3.7579
0.0066731,0.0072542,-0.003,0.0066731,0.0072542,-0.003,0,0.72842,0.006671,0.0072561,-0.003,109.06,353.11,0,0,0,0,-1.2332e+05,3.7165e+05,2.0964e-06,0.034637,63.378,0,7.482e+07,71189,13.935,0.70069,-1.1763e-06,1.0892e-06,6.3668e+06,-78.283,-85.447,9.4466e-14,0.14101,3.5283
0.0069589,0.0075634,-0.003,0.0069589,0.0075634,-0.003,0,0.72895,0.0069599,0.0075625,-0.003,105.47,353.01,0,0,0,0,-1.0779e+06,-79485,-2.3153e-06,0.0355,71.078,0,7.488e+07,71153,13.935,0.70052,-1.1111e-06,1.0366e-06,7.4692e+06,-92.12,-99.96,8.6077e-14,0.14701,3.8123
0.0072445,0.0078729,-0.003,0.0072445,0.0078729,-0.003,0,0.73866,0.0072448,0.0078726,-0.003,102.78,352.88,0,0,0,0,-2.6973e+05,-3.4725e+05,-5.9167e-06,0.034967,69.925,0,7.5492e+07,70516,13.935,0.69459,2.2352e-07,-2.021e-07,7.5213e+06,-92.711,-100.71,2.1795e-16,0.15302,3.8193
0.00753,0.0081824,-0.003,0.00753,0.0081824,-0.003,0,0.73462,0.0075284,0.0081838,-0.003,100.38,353.11,0,0,0,0,-3.5853e+05,21825,-4.1286e-06,0.035654,72.315,0,7.5276e+07,70781,13.935,0.69669,2.617e-07,-2.3469e-07,7.1596e+06,-88.495,-95.649,2.5798e-14,0.15903,3.7452
0.0078162,0.0084913,-0.003,0.0078162,0.0084913,-0.003,0,0.74157,0.0078182,0.0084894,-0.003,98.71,352.94,0,0,0,0,-7.3053e+05,-5.6033e+05,-1.6945e-06,0.035082,72.728,0,7.5752e+07,70324,13.935,0.69257,-2.1774e-06,1.9753e-06,8.0855e+06,-99.715,-108.18,-1.3035e-13,0.16503,3.9511
0.0081002,0.0088022,-0.003,0.0081002,0.0088022,-0.003,0,0.74651,0.0080998,0.0088025,-0.003,97.423,353.27,0,0,0,0,2.6561e+05,3.2083e+05,-3.2529e-06,0.035104,65.505,0,7.6103e+07,70000,13.935,0.68878,-6.6077e-07,5.9465e-07,6.4989e+06,-79.81,-87.299,-1.5805e-13,0.17104,3.5136
0.0083849,0.0091124,-0.003,0.0083849,0.0091124,-0.003,0,0.73604,0.0083828,0.0091143,-0.003,96.017,353.65,0,0,0,0,-5.0584e+05,4.8759e+05,-1.0298e-06,0.036987,70.374,0,7.5497e+07,70688,13.935,0.69465,1.9823e-06,-1.8254e-06,6.109e+06,-75.495,-81.633,-6.2155e-14,0.17705,3.4569
0.0086713,0.009421,-0.003,0.0086713,0.009421,-0.003,0,0.7462,0.0086741,0.0094185,-0.003,95.013,353.35,0,0,0,0,-9.1719e+05,-4.8656e+05,-7.9442e-07,0.036152,72.685,0,7.6193e+07,70020,13.935,0.68875,2.468e-07,-2.5518e-07,7.6767e+06,-94.652,-102.71,-7.7671e-14,0.18306,3.8742
0.0089555,0.0097318,-0.003,0.0089555,0.0097318,-0.003,0,0.749,0.0089543,0.0097329,-0.003,94.199,353.66,0,0,0,0,2.4405e+05,6.0132e+05,-3.397e-07,0.036273,64.308,0,7.6359e+07,69835,13.935,0.68643,-2.5239e-07,2.2212e-07,5.9684e+06,-73.405,-80.074,-9.6528e-15,0.18906,3.3959
0.0092413,0.010041,-0.003,0.0092413,0.010041,-0.003,0,0.73825,0.0092394,0.010043,-0.003,93.076,354.13,0,0,0,0,-8.7059e+05,7.4757e+05,6.1274e-06,0.038727,71.709,0,7.5723e+07,70543,13.935,0.69228,-5.9884e-07,5.7556e-07,5.1887e+06,-64.46,-69.039,1.1767e-13,0.19507,3.276
0.0095309,0.010347,-0.003,0.0095309,0.010347,-0.003,0,0.74933,0.0095322,0.010346,-0.003,92.364,353.6,0,0,0,0,-1.894e+06,-8.0318e+05,1.1597e-06,0.037886,80.447,0,7.6473e+07,69814,13.935,0.68617,1.397e-07,-1.1828e-07,8.0079e+06,-99.581,-106.38,1.4566e-13,0.20107,4.0932
0.0098181,0.010655,-0.003,0.0098181,0.010655,-0.003,0,0.76277,0.0098197,0.010653,-0.003,92.059,353.35,0,0,0,0,-72721,-7.3986e+05,-1.9723e-06,0.035559,71.012,0,7.7327e+07,68928,13.935,0.67812,2.6952e-06,-2.4647e-06,8.0533e+06,-99.684,-107.4,2.26e-13,0.20708,4.0833
0.010102,0.010965,-0.003,0.010102,0.010965,-0.003,0,0.75714,0.010101,0.010967,-0.003,91.92,353.98,0,0,0,0,4.6754e+05,6.077e+05,-9.6532e-07,0.036307,64.266,0,7.7005e+07,69299,13.935,0.68049,2.2622e-06,-2.0554e-06,5.7763e+06,-71.157,-77.386,1.4887e-13,0.21309,3.4927
0.010388,0.011274,-0.003,0.010388,0.011274,-0.003,0,0.75271,0.010389,0.011274,-0.003,91.321,354.05,0,0,0,0,-8.1196e+05,1.2446e+05,-1.8167e-06,0.03727,67.094,0,7.6735e+07,69591,13.935,0.68314,3.5204e-07,-3.241e-07,6.6183e+06,-81.688,-88.519,-8.2796e-14,0.21909,3.7458
0.010674,0.011584,-0.003,0.010674,0.011584,-0.003,0,0.7631,0.010676,0.011582,-0.003,91.277,353.94,0,0,0,0,-13643,-6.1156e+05,-1.1685e-06,0.036521,63.591,0,7.7464e+07,68906,13.935,0.67675,4.8056e-07,-4.2468e-07,6.7835e+06,-83.616,-90.811,-1.684e-14,0.2251,3.7653
0.010958,0.011895,-0.003,0.010958,0.011895,-0.003,0,0.75875,0.010956,0.011897,-0.003,90.725,354.36,0,0,0,0,1.9311e+05,5.1599e+05,1.7509e-07,0.037756,63.004,0,7.7234e+07,69193,13.935,0.6787,3.0175e-06,-2.814e-06,5.3136e+06,-65.432,-71.212,-2.3895e-13,0.23111,3.3711
0.011244,0.012204,-0.003,0.011244,0.012204,-0.003,0,0.75641,0.011245,0.012202,-0.003,90.367,354.29,0,0,0,0,-9.7086e+05,53973,1.8872e-06,0.038254,67.877,0,7.7081e+07,69347,13.935,0.68029,5.709e-06,-5.3062e-06,6.5218e+06,-80.436,-87.276,-2.1535e-13,0.23712,3.7342
0.011529,0.012513,-0.003,0.011529,0.012513,-0.003,0,0.76676,0.01153,0.012512,-0.003,90.536,354.17,0,0,0,0,-1.0458e+05,-3.165e+05,2.9852e-06,0.037306,64.144,0,7.7779e+07,68665,13.935,0.67394,2.9313e-06,-2.7069e-06,6.5687e+06,-80.859,-88.058,6.2365e-14,0.24312,3.7426
0.011814,0.012823,-0.003,0.011814,0.012823,-0.003,0,0.76037,0.011812,0.012826,-0.003,90.212,354.33,0,0,0,0,48878,-5.2887e+05,5.5577e-06,0.038125,64.416,0,7.7402e+07,69086,13.935,0.6777,5.2201e-07,-5.1549e-07,6.2927e+06,-77.668,-84.165,-2.2305e-14,0.24913,3.6976
0.012098,0.013134,-0.003,0.012098,0.013134,-0.003,0,0.77141,0.012103,0.01313,-0.003,90.48,354.28,0,0,0,0,2.8254e+05,-1.1372e+06,4.4089e-06,0.03748,61.774,0,7.8294e+07,68358,13.935,0.67074,2.6887e-06,-2.3893e-06,6.444e+06,-79.114,-86.52,2.5531e-13,0.25514,3.7348
0.01238,0.013447,-0.003,0.01238,0.013447,-0.003,0,0.76892,0.012375,0.013451,-0.003,90.303,354.68,0,0,0,0,1.4495e+05,8.5576e+05,1.5926e-07,0.038492,59.511,0,7.8174e+07,68522,13.935,0.67155,5.546e-07,-3.6554e-07,4.754e+06,-57.933,-64.244,4.7932e-13,0.26114,3.2664
0.012664,0.013757,-0.003,0.012664,0.013757,-0.003,0,0.76195,0.012666,0.013755,-0.003,90.103,354.68,0,0,0,0,-1.4474e+06,8.5956e+05,-7.6359e-06,0.039612,65.653,0,7.7614e+07,68982,13.935,0.67596,-2.8522e-06,2.6235e-06,5.7162e+06,-69.901,-77.052,2.151e-13,0.26715,3.5588
0.012948,0.014068,-0.003,0.012948,0.014068,-0.003,0,0.77328,0.012948,0.014068,-0.003,90.089,354.4,0,0,0,0,-6.9323e+05,-1.4472e+05,-2.5867e-07,0.038353,64.792,0,7.8302e+07,68235,13.935,0.66926,-9.1037e-07,8.1724e-07,6.7503e+06,-82.366,-91.142,2.6995e-14,0.27316,3.8686
0.01323,0.014381,-0.003,0.01323,0.014381,-0.003,0,0.76946,0.01323,0.014381,-0.003,89.997,354.59,0,0,0,0,1.2123e+05,1.7382e+05,2.5003e-06,0.038422,62.125,0,7.8011e+07,68487,13.935,0.67136,1.6117e-06,-1.4515e-06,6.0973e+06,-74.239,-82.477,-1.0949e-14,0.27917,3.7467
0.013511,0.014694,-0.003,0.013511,0.014694,-0.003,0,0.77065,0.013512,0.014694,-0.003,89.9,354.53,0,0,0,0,-1.6335e+05,-5.4665e+05,-3.1406e-06,0.037752,59.895,0,7.8101e+07,68408,13.935,0.67075,2.1141e-06,-1.8971e-06,6.4715e+06,-78.514,-87.773,3.8131e-14,0.28518,3.8787
0.01379,0.01501,-0.003,0.01379,0.01501,-0.003,0,0.77629,0.013792,0.015008,-0.003,90.072,354.62,0,0,0,0,6.1767e+05,-4.1566e+05,1.1453e-06,0.037227,53.367,0,7.8537e+07,68036,13.935,0.667,1.1353e-06,-1.0156e-06,5.4991e+06,-66.375,-74.881,4.816e-14,0.29119,3.5467
0.014067,0.015327,-0.003,0.014067,0.015327,-0.003,0,0.76937,0.014065,0.015329,-0.003,89.688,355.12,0,0,0,0,4.2856e+05,8.8901e+05,-9.5414e-07,0.039516,54.462,0,7.814e+07,68493,13.935,0.67042,8.3307e-07,-7.4785e-07,4.0673e+06,-48.842,-55.621,-1.2139e-13,0.2972,3.108
